rank,cycle_marker,status_flag,code,name,market,asof_date,close,cycle_count_6m,avg_cycle_days,avg_swing_pct,latest_position,buy_range,sell_range,avg_daily_move_text,stop_price,low_6m,high_6m,range_6m_pct,position_in_6m_range_pct,avg_trading_value,liquidity_flag,score,legacy_market_score,reason,legacy_market_reason,market_metric_policy_version,market_metric_label_status,market_metric_missing_fields,trading_activity_label,trading_activity_basis_krw,trading_activity_basis_text,price_elasticity_label,price_elasticity_basis_pct,price_elasticity_basis_text,current_position_label,current_position_basis_pct,current_position_period,current_position_basis_text
231,🟡,🟡,259960,크래프톤,KOSPI,2026-07-02,244500,3,29.7,17.89,중간권,"228,000원~242,000원","259,000원~271,000원","약 ±6,670원 내외 (±2.64%)",224500,199300,303500,52.28,43.38,33243593980,False,121.0,121.0,대형 반복 후보 3회; 평균 29.7거래일 주기; 평균 파동폭 17.89%; 중간권,대형 반복 후보 3회; 평균 29.7거래일 주기; 평균 파동폭 17.89%; 중간권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,활발,33243593980,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.64,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
232,🟡,🟡,35420,NAVER,KOSPI,2026-07-02,199900,3,27.7,18.44,저점권,"192,200원~197,900원","215,000원~227,000원","약 ±6,780원 내외 (±3.01%)",184600,190300,304000,59.75,8.44,618821888858,False,116.0,116.0,대형 반복 후보 3회; 평균 27.7거래일 주기; 평균 파동폭 18.44%; 저점권,대형 반복 후보 3회; 평균 27.7거래일 주기; 평균 파동폭 18.44%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우활발,618821888858,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.01,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
233,🟡,🟡,454910,두산로보틱스,KOSPI,2026-07-02,83300,3,22.3,15.7,저점권,"81,600원~81,700원","95,100원~104,700원","약 ±5,350원 내외 (±4.90%)",78400,78200,170000,117.39,5.56,151640878910,False,116.0,116.0,대형 반복 후보 3회; 평균 22.3거래일 주기; 평균 파동폭 15.7%; 저점권,대형 반복 후보 3회; 평균 22.3거래일 주기; 평균 파동폭 15.7%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우활발,151640878910,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.9,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
234,🟡,🟡,990,DB하이텍,KOSPI,2026-07-02,116800,3,33.0,58.69,저점권 반등 초입,"95,100원~114,200원","135,900원~151,500원","약 ±8,670원 내외 (±5.64%)",90800,67100,230500,243.52,30.42,149408912915,False,116.0,116.0,대형 반복 후보 3회; 평균 33.0거래일 주기; 평균 파동폭 58.69%; 저점권 반등 초입,대형 반복 후보 3회; 평균 33.0거래일 주기; 평균 파동폭 58.69%; 저점권 반등 초입,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우활발,149408912915,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 불안정,5.64,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
235,🟡,🟡,28050,삼성E&A,KOSPI,2026-07-02,49000,3,26.0,37.45,중간권,"43,200원~48,300원","54,100원~58,300원","약 ±2,315원 내외 (±4.68%)",42050,23150,67300,190.71,58.55,126303677212,False,116.0,116.0,대형 반복 후보 3회; 평균 26.0거래일 주기; 평균 파동폭 37.45%; 중간권,대형 반복 후보 3회; 평균 26.0거래일 주기; 평균 파동폭 37.45%; 중간권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우활발,126303677212,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.68,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
236,🟡,🟡,15760,한국전력,KOSPI,2026-07-02,38150,3,25.0,17.41,저점권,"35,800원~37,750원","40,250원~41,950원",약 ±946원 내외 (±2.38%),35300,35000,69500,98.57,9.13,103402043721,False,116.0,116.0,대형 반복 후보 3회; 평균 25.0거래일 주기; 평균 파동폭 17.41%; 저점권,대형 반복 후보 3회; 평균 25.0거래일 주기; 평균 파동폭 17.41%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우활발,103402043721,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.38,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
237,🟡,🟡,323410,카카오뱅크,KOSPI,2026-07-02,22050,3,27.3,21.1,저점권 반등 초입,"20,850원~21,850원","23,100원~24,000원",약 ±484원 내외 (±2.12%),20600,19110,29500,54.37,28.3,26340605602,False,114.0,114.0,대형 반복 후보 3회; 평균 27.3거래일 주기; 평균 파동폭 21.1%; 저점권 반등 초입,대형 반복 후보 3회; 평균 27.3거래일 주기; 평균 파동폭 21.1%; 저점권 반등 초입,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,26340605602,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.12,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
238,🟡,🟡,880,한화,KOSPI,2026-07-02,103700,3,32.3,25.22,저점권 반등 초입,"96,500원~102,500원","112,800원~120,200원","약 ±4,130원 내외 (±3.28%)",92600,80000,166400,108.0,27.43,24445359715,False,114.0,114.0,대형 반복 후보 3회; 평균 32.3거래일 주기; 평균 파동폭 25.22%; 저점권 반등 초입,대형 반복 후보 3회; 평균 32.3거래일 주기; 평균 파동폭 25.22%; 저점권 반등 초입,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,24445359715,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.28,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
239,🟡,🟡,1450,현대해상,KOSPI,2026-07-02,36000,3,24.0,23.14,중간권,"34,050원~35,650원","37,750원~39,150원",약 ±785원 내외 (±2.27%),33650,26100,44250,69.54,54.55,21890294698,False,114.0,114.0,대형 반복 후보 3회; 평균 24.0거래일 주기; 평균 파동폭 23.14%; 중간권,대형 반복 후보 3회; 평균 24.0거래일 주기; 평균 파동폭 23.14%; 중간권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,21890294698,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.27,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
240,🟡,🟡,14680,한솔케미칼,KOSPI,2026-07-02,275000,3,26.7,30.34,중간권,"248,000원~272,000원","298,500원~318,000원","약 ±10,780원 내외 (±3.86%)",242500,223000,346500,55.38,42.11,20291695672,False,114.0,114.0,대형 반복 후보 3회; 평균 26.7거래일 주기; 평균 파동폭 30.34%; 중간권,대형 반복 후보 3회; 평균 26.7거래일 주기; 평균 파동폭 30.34%; 중간권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,20291695672,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.86,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
241,🟡,🟡,180640,한진칼,KOSPI,2026-07-02,131200,3,23.0,22.19,저점권 반등 초입,"122,700원~129,900원","135,100원~139,200원","약 ±3,415원 내외 (±2.98%)",121000,103000,175900,70.78,38.68,14816025442,False,114.0,114.0,대형 반복 후보 3회; 평균 23.0거래일 주기; 평균 파동폭 22.19%; 저점권 반등 초입,대형 반복 후보 3회; 평균 23.0거래일 주기; 평균 파동폭 22.19%; 저점권 반등 초입,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,14816025442,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.98,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
242,🟡,🟡,298020,효성티앤씨,KOSPI,2026-07-02,283000,3,30.7,33.9,저점권,"257,500원~279,000원","313,500원~338,500원","약 ±13,840원 내외 (±3.57%)",247500,209500,557000,165.87,21.15,7781854362,False,114.0,114.0,대형 반복 후보 3회; 평균 30.7거래일 주기; 평균 파동폭 33.9%; 저점권,대형 반복 후보 3회; 평균 30.7거래일 주기; 평균 파동폭 33.9%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,7781854362,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.57,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
243,🟡,🟡,456040,OCI,KOSPI,2026-07-02,93000,3,24.0,31.62,저점권 반등 초입,"81,000원~91,600원","103,500원~112,200원","약 ±4,790원 내외 (±4.31%)",78600,54700,163200,198.35,35.3,7260031790,False,114.0,114.0,대형 반복 후보 3회; 평균 24.0거래일 주기; 평균 파동폭 31.62%; 저점권 반등 초입,대형 반복 후보 3회; 평균 24.0거래일 주기; 평균 파동폭 31.62%; 저점권 반등 초입,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,7260031790,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.31,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
244,🟡,🟡,85620,미래에셋생명,KOSPI,2026-07-02,20750,3,29.0,64.69,중간권,"18,120원~20,450원","23,050원~24,950원","약 ±1,052원 내외 (±4.82%)",17600,8310,37300,348.86,42.91,82647914014,False,111.0,111.0,대형 반복 후보 3회; 평균 29.0거래일 주기; 평균 파동폭 64.69%; 중간권,대형 반복 후보 3회; 평균 29.0거래일 주기; 평균 파동폭 64.69%; 중간권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,활발,82647914014,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.82,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
245,🟡,🟡,6260,LS,KOSPI,2026-07-02,381000,3,28.3,53.66,중간권,"331,500원~375,000원","424,500원~460,000원","약 ±19,780원 내외 (±4.75%)",321500,196100,604000,208.01,45.33,79808549650,False,111.0,111.0,대형 반복 후보 3회; 평균 28.3거래일 주기; 평균 파동폭 53.66%; 중간권,대형 반복 후보 3회; 평균 28.3거래일 주기; 평균 파동폭 53.66%; 중간권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,활발,79808549650,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.75,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
246,🟡,🟡,9830,한화솔루션,KOSPI,2026-07-02,34900,3,26.3,48.27,저점권 반등 초입,"30,700원~34,400원","38,600원~41,600원","약 ±1,674원 내외 (±4.13%)",29900,25700,59300,130.74,27.38,65515447273,False,111.0,111.0,대형 반복 후보 3회; 평균 26.3거래일 주기; 평균 파동폭 48.27%; 저점권 반등 초입,대형 반복 후보 3회; 평균 26.3거래일 주기; 평균 파동폭 48.27%; 저점권 반등 초입,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,활발,65515447273,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.13,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
247,🟡,🟡,352820,하이브,KOSPI,2026-07-02,213500,3,25.7,20.23,저점권,"197,500원~211,500원","227,500원~239,000원","약 ±6,410원 내외 (±2.83%)",194300,174600,405500,132.25,16.85,56559421188,False,111.0,111.0,대형 반복 후보 3회; 평균 25.7거래일 주기; 평균 파동폭 20.23%; 저점권,대형 반복 후보 3회; 평균 25.7거래일 주기; 평균 파동폭 20.23%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,활발,56559421188,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.83,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
248,🟡,🟡,375500,DL이앤씨,KOSPI,2026-07-02,64200,3,25.3,41.77,저점권 반등 초입,"58,500원~63,200원","71,500원~77,500원","약 ±3,335원 내외 (±4.17%)",56200,39350,106600,170.9,36.95,50439917685,False,111.0,111.0,대형 반복 후보 3회; 평균 25.3거래일 주기; 평균 파동폭 41.77%; 저점권 반등 초입,대형 반복 후보 3회; 평균 25.3거래일 주기; 평균 파동폭 41.77%; 저점권 반등 초입,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,활발,50439917685,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.17,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
249,🟡,🟡,82740,한화엔진,KOSPI,2026-07-02,52300,3,29.3,47.19,저점권,"44,450원~51,400원","59,200원~64,800원","약 ±3,135원 내외 (±5.01%)",42900,41300,94400,128.57,20.72,48152191907,False,111.0,111.0,대형 반복 후보 3회; 평균 29.3거래일 주기; 평균 파동폭 47.19%; 저점권,대형 반복 후보 3회; 평균 29.3거래일 주기; 평균 파동폭 47.19%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,활발,48152191907,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 불안정,5.01,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
250,🟡,🟡,336260,두산퓨얼셀,KOSPI,2026-07-02,56600,3,31.0,82.63,저점권 반등 초입,"47,950원~55,600원","64,200원~70,500원","약 ±3,465원 내외 (±5.30%)",46200,28300,108900,284.81,35.11,39641393402,False,111.0,111.0,대형 반복 후보 3회; 평균 31.0거래일 주기; 평균 파동폭 82.63%; 저점권 반등 초입,대형 반복 후보 3회; 평균 31.0거래일 주기; 평균 파동폭 82.63%; 저점권 반등 초입,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,활발,39641393402,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 불안정,5.3,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
251,🟡,🟡,112610,씨에스윈드,KOSPI,2026-07-02,43750,3,28.7,34.64,저점권,"38,000원~43,050원","48,800원~52,900원","약 ±2,300원 내외 (±4.21%)",36850,37550,79400,111.45,14.81,33591815272,False,111.0,111.0,대형 반복 후보 3회; 평균 28.7거래일 주기; 평균 파동폭 34.64%; 저점권,대형 반복 후보 3회; 평균 28.7거래일 주기; 평균 파동폭 34.64%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,활발,33591815272,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.21,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
252,🟡,🟡,42660,한화오션,KOSPI,2026-07-02,104500,3,21.7,18.44,저점권,"96,500원~103,300원","113,600원~121,100원","약 ±4,150원 내외 (±3.50%)",92600,95500,154800,62.09,15.18,230021924872,False,108.0,108.0,대형 반복 후보 3회; 평균 21.7거래일 주기; 평균 파동폭 18.44%; 저점권,대형 반복 후보 3회; 평균 21.7거래일 주기; 평균 파동폭 18.44%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우활발,230021924872,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.5,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
253,🟡,🟡,5940,NH투자증권,KOSPI,2026-07-02,28950,3,20.0,21.49,저점권 반등 초입,"26,850원~28,650원","30,800원~32,300원",약 ±833원 내외 (±2.57%),26450,20750,42600,105.3,37.53,27464992669,False,106.0,106.0,대형 반복 후보 3회; 평균 20.0거래일 주기; 평균 파동폭 21.49%; 저점권 반등 초입,대형 반복 후보 3회; 평균 20.0거래일 주기; 평균 파동폭 21.49%; 저점권 반등 초입,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,27464992669,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.57,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
254,🟡,🟡,10130,고려아연,KOSPI,2026-07-02,1084000,3,29.0,29.06,저점권,"1,031,000원~1,073,000원","1,167,000원~1,235,000원","약 ±37,850원 내외 (±2.73%)",990000,1021000,2188000,114.3,5.4,25355362100,False,104.0,104.0,대형 반복 후보 3회; 평균 29.0거래일 주기; 평균 파동폭 29.06%; 저점권,대형 반복 후보 3회; 평균 29.0거래일 주기; 평균 파동폭 29.06%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,25355362100,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.73,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
255,🟡,🟡,73240,금호타이어,KOSPI,2026-07-02,4705,3,26.0,23.47,저점권,"4,360원~4,660원","5,010원~5,250원",약 ±137원 내외 (±2.69%),4295,4220,7650,81.28,14.14,16245160093,False,104.0,104.0,대형 반복 후보 3회; 평균 26.0거래일 주기; 평균 파동폭 23.47%; 저점권,대형 반복 후보 3회; 평균 26.0거래일 주기; 평균 파동폭 23.47%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,16245160093,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.69,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
256,🟡,🟡,20150,롯데에너지머티리얼즈,KOSPI,2026-07-02,39200,3,30.0,50.48,저점권,"36,850원~38,800원","45,350원~50,400원","약 ±2,805원 내외 (±5.06%)",37350,28050,83100,196.26,20.25,14282865572,False,104.0,104.0,대형 반복 후보 3회; 평균 30.0거래일 주기; 평균 파동폭 50.48%; 저점권,대형 반복 후보 3회; 평균 30.0거래일 주기; 평균 파동폭 50.48%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,14282865572,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 불안정,5.06,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
257,🟡,🟡,11210,현대위아,KOSPI,2026-07-02,64000,3,24.7,15.7,저점권,"58,000원~63,100원","70,300원~75,500원","약 ±2,885원 내외 (±3.64%)",55700,57400,112600,96.17,11.96,13070530097,False,104.0,104.0,대형 반복 후보 3회; 평균 24.7거래일 주기; 평균 파동폭 15.7%; 저점권,대형 반복 후보 3회; 평균 24.7거래일 주기; 평균 파동폭 15.7%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,13070530097,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.64,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
258,🟡,🟡,22100,포스코DX,KOSPI,2026-07-02,21950,3,25.7,22.5,저점권,"19,710원~21,600원","24,600원~26,800원","약 ±1,213원 내외 (±4.04%)",18920,19510,45600,133.73,9.35,12066590220,False,104.0,104.0,대형 반복 후보 3회; 평균 25.7거래일 주기; 평균 파동폭 22.5%; 저점권,대형 반복 후보 3회; 평균 25.7거래일 주기; 평균 파동폭 22.5%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,12066590220,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.04,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
259,🟡,🟡,14910,성문전자,KOSPI,2026-07-02,2290,3,25.7,45.9,저점권 반등 초입,"1,871원~2,240원","2,660원~2,960원",약 ±168원 내외 (±6.85%),1787,1437,4150,188.8,31.44,9660994203,False,104.0,104.0,대형 반복 후보 3회; 평균 25.7거래일 주기; 평균 파동폭 45.9%; 저점권 반등 초입,대형 반복 후보 3회; 평균 25.7거래일 주기; 평균 파동폭 45.9%; 저점권 반등 초입,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,9660994203,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 불안정,6.85,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
260,🟡,🟡,181710,NHN,KOSPI,2026-07-02,34900,3,23.0,29.16,저점권,"31,800원~34,400원","38,400원~41,300원","약 ±1,595원 내외 (±3.79%)",30550,29200,64900,122.26,15.97,7948844918,False,104.0,104.0,대형 반복 후보 3회; 평균 23.0거래일 주기; 평균 파동폭 29.16%; 저점권,대형 반복 후보 3회; 평균 23.0거래일 주기; 평균 파동폭 29.16%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,7948844918,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.79,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
261,🟡,🟡,12750,에스원,KOSPI,2026-07-02,73600,3,33.7,21.38,저점권,"68,300원~72,900원","78,200원~82,000원","약 ±2,105원 내외 (±2.69%)",67300,66800,103000,54.19,18.78,7891819357,False,104.0,104.0,대형 반복 후보 3회; 평균 33.7거래일 주기; 평균 파동폭 21.38%; 저점권,대형 반복 후보 3회; 평균 33.7거래일 주기; 평균 파동폭 21.38%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,7891819357,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.69,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
262,🟡,🟡,5090,SGC에너지,KOSPI,2026-07-02,40150,3,26.0,46.96,저점권 반등 초입,"38,700원~39,450원","45,250원~49,400원","약 ±2,310원 내외 (±4.39%)",37150,20150,70700,250.87,39.56,5072018661,False,104.0,104.0,대형 반복 후보 3회; 평균 26.0거래일 주기; 평균 파동폭 46.96%; 저점권 반등 초입,대형 반복 후보 3회; 평균 26.0거래일 주기; 평균 파동폭 46.96%; 저점권 반등 초입,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,5072018661,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.39,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
263,🟡,🟡,660,SK하이닉스,KOSPI,2026-07-02,2187000,3,32.3,66.37,중간권,"1,958,000원~2,160,000원","2,388,000원~2,553,000원","약 ±91,500원 내외 (±4.77%)",1913000,647000,2987000,361.67,65.81,14445437222762,False,101.0,101.0,대형 반복 후보 3회; 평균 32.3거래일 주기; 평균 파동폭 66.37%; 중간권,대형 반복 후보 3회; 평균 32.3거래일 주기; 평균 파동폭 66.37%; 중간권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우활발,14445437222762,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.77,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
264,🟡,🟡,5930,삼성전자,KOSPI,2026-07-02,286000,3,32.0,42.33,중간권,"256,500원~282,500원","312,000원~333,500원","약 ±11,860원 내외 (±4.13%)",250500,120200,374500,211.56,65.2,10594536662219,False,101.0,101.0,대형 반복 후보 3회; 평균 32.0거래일 주기; 평균 파동폭 42.33%; 중간권,대형 반복 후보 3회; 평균 32.0거래일 주기; 평균 파동폭 42.33%; 중간권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우활발,10594536662219,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.13,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
265,🟡,🟡,66970,엘앤에프,KOSPI,2026-07-02,106700,3,23.3,35.11,저점권,"97,000원~104,800원","120,700원~132,200원","약 ±6,390원 내외 (±4.12%)",93100,92500,225000,143.24,10.72,49841998142,False,101.0,101.0,대형 반복 후보 3회; 평균 23.3거래일 주기; 평균 파동폭 35.11%; 저점권,대형 반복 후보 3회; 평균 23.3거래일 주기; 평균 파동폭 35.11%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,활발,49841998142,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.12,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
266,🟡,🟡,383220,F&F,KOSPI,2026-07-02,79900,3,28.0,22.12,상단권,"75,300원~79,100원","82,700원~86,100원","약 ±1,841원 내외 (±2.46%)",74400,58000,89000,53.45,70.65,9022868280,False,99.0,99.0,대형 반복 후보 3회; 평균 28.0거래일 주기; 평균 파동폭 22.12%; 상단권,대형 반복 후보 3회; 평균 28.0거래일 주기; 평균 파동폭 22.12%; 상단권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,9022868280,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.46,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
267,🟡,🟡,192080,더블유게임즈,KOSPI,2026-07-02,65300,3,26.3,23.86,중간권,"61,600원~64,600원","68,600원~71,300원","약 ±1,489원 내외 (±2.41%)",60800,47000,76500,62.77,62.03,7239553115,False,99.0,99.0,대형 반복 후보 3회; 평균 26.3거래일 주기; 평균 파동폭 23.86%; 중간권,대형 반복 후보 3회; 평균 26.3거래일 주기; 평균 파동폭 23.86%; 중간권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,7239553115,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.41,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
268,🟡,🟡,3490,대한항공,KOSPI,2026-07-02,28550,3,20.7,17.61,상단권,"26,750원~28,250원","29,400원~30,350원",약 ±716원 내외 (±2.76%),26400,21600,31200,44.44,72.4,88044081705,False,98.0,98.0,대형 반복 후보 3회; 평균 20.7거래일 주기; 평균 파동폭 17.61%; 상단권,대형 반복 후보 3회; 평균 20.7거래일 주기; 평균 파동폭 17.61%; 상단권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,활발,88044081705,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.76,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
269,🟡,⚠️,161890,한국콜마,KOSPI,2026-07-02,113700,3,20.7,19.57,상단권,"108,600원~112,600원","117,100원~120,600원","약 ±2,055원 내외 (±2.32%)",107500,61700,123000,99.35,84.83,30033740797,False,98.0,98.0,대형 반복 후보 3회; 평균 20.7거래일 주기; 평균 파동폭 19.57%; 상단권; 고점권 추격주의,대형 반복 후보 3회; 평균 20.7거래일 주기; 평균 파동폭 19.57%; 상단권; 고점권 추격주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,활발,30033740797,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.32,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
270,🟡,🟡,69960,현대백화점,KOSPI,2026-07-02,186300,3,26.0,39.55,상단권,"173,900원~184,400원","191,900원~206,000원","약 ±4,970원 내외 (±3.89%)",171400,74100,222000,199.6,75.86,42360540191,False,96.0,96.0,대형 반복 후보 3회; 평균 26.0거래일 주기; 평균 파동폭 39.55%; 상단권,대형 반복 후보 3회; 평균 26.0거래일 주기; 평균 파동폭 39.55%; 상단권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,활발,42360540191,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.89,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
271,🟡,🟡,450080,에코프로머티,KOSPI,2026-07-02,40350,3,20.7,23.28,저점권,"39,500원~39,600원","45,950원~50,600원","약 ±2,555원 내외 (±4.06%)",37950,39100,88800,127.11,2.52,23466225824,False,96.0,96.0,대형 반복 후보 3회; 평균 20.7거래일 주기; 평균 파동폭 23.28%; 저점권,대형 반복 후보 3회; 평균 20.7거래일 주기; 평균 파동폭 23.28%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,23466225824,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.06,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
