rank,cycle_marker,status_flag,code,name,market,asof_date,close,cycle_count_6m,avg_cycle_days,avg_swing_pct,latest_position,buy_range,sell_range,avg_daily_move_text,stop_price,low_6m,high_6m,range_6m_pct,position_in_6m_range_pct,avg_trading_value,liquidity_flag,score,legacy_market_score,reason,legacy_market_reason,market_metric_policy_version,market_metric_label_status,market_metric_missing_fields,trading_activity_label,trading_activity_basis_krw,trading_activity_basis_text,price_elasticity_label,price_elasticity_basis_pct,price_elasticity_basis_text,current_position_label,current_position_basis_pct,current_position_period,current_position_basis_text
272,🟡,🟡,1430,세아베스틸지주,KOSPI,2026-07-02,31700,3,21.0,29.53,저점권,"29,800원~31,400원","36,950원~41,250원","약 ±2,385원 내외 (±4.07%)",30400,31350,92500,195.06,0.57,11142539903,False,96.0,96.0,대형 반복 후보 3회; 평균 21.0거래일 주기; 평균 파동폭 29.53%; 저점권,대형 반복 후보 3회; 평균 21.0거래일 주기; 평균 파동폭 29.53%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,11142539903,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.07,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
273,🟡,🟡,6110,삼아알미늄,KOSPI,2026-07-02,38900,3,24.3,50.26,저점권,"33,100원~37,650원","47,900원~55,300원","약 ±4,090원 내외 (±6.44%)",31750,22500,104600,364.89,19.98,11457669260,False,94.0,94.0,대형 반복 후보 3회; 평균 24.3거래일 주기; 평균 파동폭 50.26%; 저점권,대형 반복 후보 3회; 평균 24.3거래일 주기; 평균 파동폭 50.26%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,11457669260,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 불안정,6.44,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
274,🟡,🟡̲,7070,GS리테일,KOSPI,2026-07-02,25050,3,27.7,23.25,중간권,"23,400원~24,800원","26,500원~27,750원",약 ±670원 내외 (±2.76%),23050,17800,29950,68.26,59.67,4517389367,True,94.0,94.0,대형 반복 후보 3회; 평균 27.7거래일 주기; 평균 파동폭 23.25%; 중간권; 저유동성/매매곤란 주의,대형 반복 후보 3회; 평균 27.7거래일 주기; 평균 파동폭 23.25%; 중간권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,4517389367,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.76,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
275,🟡,🟡̲,850,화천기공,KOSPI,2026-07-02,34700,3,22.7,14.17,저점권 반등 초입,"32,600원~34,350원","36,550원~38,100원",약 ±846원 내외 (±2.39%),32150,30350,44850,47.78,30.0,3124024007,True,94.0,94.0,대형 반복 후보 3회; 평균 22.7거래일 주기; 평균 파동폭 14.17%; 저점권 반등 초입; 저유동성/매매곤란 주의,대형 반복 후보 3회; 평균 22.7거래일 주기; 평균 파동폭 14.17%; 저점권 반등 초입; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,3124024007,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.39,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
276,🟡,🟡̲,9240,한샘,KOSPI,2026-07-02,33500,3,35.0,24.31,저점권,"31,300원~33,150원","35,450원~37,050원",약 ±884원 내외 (±2.51%),30850,28300,52500,85.51,21.49,1863507506,True,94.0,94.0,대형 반복 후보 3회; 평균 35.0거래일 주기; 평균 파동폭 24.31%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 3회; 평균 35.0거래일 주기; 평균 파동폭 24.31%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,1863507506,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.51,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
277,🟡,🟡̲,12630,HDC,KOSPI,2026-07-02,21300,3,29.3,28.77,저점권 반등 초입,"19,990원~21,100원","22,450원~23,400원",약 ±526원 내외 (±2.29%),19720,15850,30650,93.38,36.82,1847441922,True,94.0,94.0,대형 반복 후보 3회; 평균 29.3거래일 주기; 평균 파동폭 28.77%; 저점권 반등 초입; 저유동성/매매곤란 주의,대형 반복 후보 3회; 평균 29.3거래일 주기; 평균 파동폭 28.77%; 저점권 반등 초입; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,1847441922,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.29,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
278,🟡,🟡̲,2220,한일철강,KOSPI,2026-07-02,4220,3,27.7,29.64,저점권,"3,870원~4,165원","4,615원~4,935원",약 ±179원 내외 (±3.60%),3715,3500,6470,84.86,24.24,1715806496,True,94.0,94.0,대형 반복 후보 3회; 평균 27.7거래일 주기; 평균 파동폭 29.64%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 3회; 평균 27.7거래일 주기; 평균 파동폭 29.64%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,1715806496,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.6,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
279,🟡,🟡̲,82640,동양생명,KOSPI,2026-07-02,7450,3,25.0,23.11,중간권,"7,050원~7,380원","7,800원~8,090원",약 ±160원 내외 (±2.03%),6970,6040,9380,55.3,42.22,1098890573,True,94.0,94.0,대형 반복 후보 3회; 평균 25.0거래일 주기; 평균 파동폭 23.11%; 중간권; 저유동성/매매곤란 주의,대형 반복 후보 3회; 평균 25.0거래일 주기; 평균 파동폭 23.11%; 중간권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,1098890573,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.03,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
280,🟡,🟡̲,9160,SIMPAC,KOSPI,2026-07-02,4645,3,27.7,19.31,저점권 반등 초입,"4,275원~4,600원","4,970원~5,230원",약 ±147원 내외 (±2.78%),4205,3725,6900,85.23,28.98,690094108,True,94.0,94.0,대형 반복 후보 3회; 평균 27.7거래일 주기; 평균 파동폭 19.31%; 저점권 반등 초입; 저유동성/매매곤란 주의,대형 반복 후보 3회; 평균 27.7거래일 주기; 평균 파동폭 19.31%; 저점권 반등 초입; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우부족,690094108,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.78,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
281,🟡,🟡̲,104700,한국철강,KOSPI,2026-07-02,8980,3,29.7,18.52,저점권 반등 초입,"8,540원~8,890원","9,360원~9,680원",약 ±175원 내외 (±1.85%),8460,7610,11720,54.01,33.33,529181829,True,94.0,94.0,대형 반복 후보 3회; 평균 29.7거래일 주기; 평균 파동폭 18.52%; 저점권 반등 초입; 저유동성/매매곤란 주의,대형 반복 후보 3회; 평균 29.7거래일 주기; 평균 파동폭 18.52%; 저점권 반등 초입; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우부족,529181829,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,1.85,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
282,🟡,🟡̲,72130,유엔젤,KOSPI,2026-07-02,5100,3,29.0,18.14,저점권 반등 초입,"4,855원~5,050원","5,320원~5,490원",약 ±98원 내외 (±1.89%),4805,4160,6700,61.06,37.01,406932329,True,94.0,94.0,대형 반복 후보 3회; 평균 29.0거래일 주기; 평균 파동폭 18.14%; 저점권 반등 초입; 저유동성/매매곤란 주의,대형 반복 후보 3회; 평균 29.0거래일 주기; 평균 파동폭 18.14%; 저점권 반등 초입; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우부족,406932329,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,1.89,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
283,🟡,🟡̲,284740,쿠쿠홈시스,KOSPI,2026-07-02,22300,3,26.0,12.76,저점권 반등 초입,"21,450원~22,100원","23,050원~23,750원",약 ±337원 내외 (±1.47%),21300,20150,27300,35.48,30.07,397675548,True,94.0,94.0,대형 반복 후보 3회; 평균 26.0거래일 주기; 평균 파동폭 12.76%; 저점권 반등 초입; 저유동성/매매곤란 주의,대형 반복 후보 3회; 평균 26.0거래일 주기; 평균 파동폭 12.76%; 저점권 반등 초입; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우부족,397675548,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 낮음,1.47,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
284,🟡,🟡̲,3070,코오롱글로벌,KOSPI,2026-07-02,9800,3,31.7,23.96,저점권,"9,050원~9,700원","10,460원~11,000원",약 ±301원 내외 (±2.91%),8900,8560,13570,58.53,24.75,319429439,True,94.0,94.0,대형 반복 후보 3회; 평균 31.7거래일 주기; 평균 파동폭 23.96%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 3회; 평균 31.7거래일 주기; 평균 파동폭 23.96%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우부족,319429439,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.91,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
285,🟡,🟡̲,9320,아진전자부품,KOSPI,2026-07-02,949,3,27.3,21.15,저점권 반등 초입,888원~940원,"1,003원~1,047원",약 ±24원 내외 (±2.45%),876,793,1382,74.27,26.49,292528305,True,94.0,94.0,대형 반복 후보 3회; 평균 27.3거래일 주기; 평균 파동폭 21.15%; 저점권 반등 초입; 저유동성/매매곤란 주의,대형 반복 후보 3회; 평균 27.3거래일 주기; 평균 파동폭 21.15%; 저점권 반등 초입; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우부족,292528305,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.45,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
286,🟡,🟡̲,16450,한세예스24홀딩스,KOSPI,2026-07-02,4255,3,30.3,16.08,저점권 반등 초입,"4,110원~4,210원","4,385원~4,515원",약 ±58원 내외 (±1.32%),4080,3975,5040,26.79,26.29,112411690,True,94.0,94.0,대형 반복 후보 3회; 평균 30.3거래일 주기; 평균 파동폭 16.08%; 저점권 반등 초입; 저유동성/매매곤란 주의,대형 반복 후보 3회; 평균 30.3거래일 주기; 평균 파동폭 16.08%; 저점권 반등 초입; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우부족,112411690,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 낮음,1.32,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
287,🟡,🟡̲,2310,아세아제지,KOSPI,2026-07-02,8030,3,38.0,25.56,저점권 반등 초입,"7,620원~7,950원","8,390원~8,680원",약 ±162원 내외 (±1.96%),7540,6840,11380,66.37,26.21,1162418385,True,86.0,86.0,대형 반복 후보 3회; 평균 38.0거래일 주기; 평균 파동폭 25.56%; 저점권 반등 초입; 저유동성/매매곤란 주의,대형 반복 후보 3회; 평균 38.0거래일 주기; 평균 파동폭 25.56%; 저점권 반등 초입; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,1162418385,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,1.96,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
288,🟡,🟡̲,3920,남양유업,KOSPI,2026-07-02,43200,3,18.3,15.27,저점권,"41,250원~42,750원","44,950원~46,350원",약 ±787원 내외 (±1.70%),40850,39500,57700,46.08,20.33,764663857,True,86.0,86.0,대형 반복 후보 3회; 평균 18.3거래일 주기; 평균 파동폭 15.27%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 3회; 평균 18.3거래일 주기; 평균 파동폭 15.27%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우부족,764663857,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,1.7,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
289,🟡,🟡̲,4490,세방전지,KOSPI,2026-07-02,52900,3,29.3,21.23,저점권,"49,300원~52,400원","56,100원~58,600원","약 ±1,434원 내외 (±2.50%)",48600,48250,77700,61.04,15.79,4680520765,True,84.0,84.0,대형 반복 후보 3회; 평균 29.3거래일 주기; 평균 파동폭 21.23%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 3회; 평균 29.3거래일 주기; 평균 파동폭 21.23%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,4680520765,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.5,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
290,🟡,🟡̲,370,한화손해보험,KOSPI,2026-07-02,5850,3,24.7,31.3,저점권,"5,500원~5,790원","6,290원~6,650원",약 ±199원 내외 (±3.08%),5290,5160,10800,109.3,12.23,4359795841,True,84.0,84.0,대형 반복 후보 3회; 평균 24.7거래일 주기; 평균 파동폭 31.3%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 3회; 평균 24.7거래일 주기; 평균 파동폭 31.3%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,4359795841,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.08,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
291,🟡,🟡̲,79900,전진건설로봇,KOSPI,2026-07-02,37700,3,24.7,27.12,저점권,"36,300원~37,050원","42,500원~46,450원","약 ±2,185원 내외 (±3.90%)",34850,35950,74400,106.82,4.56,4021955541,True,84.0,84.0,대형 반복 후보 3회; 평균 24.7거래일 주기; 평균 파동폭 27.12%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 3회; 평균 24.7거래일 주기; 평균 파동폭 27.12%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,4021955541,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.9,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
292,🟡,🟡̲,361610,SK아이이테크놀로지,KOSPI,2026-07-02,16030,3,30.3,27.79,저점권,"14,340원~15,790원","17,810원~19,280원",약 ±811원 내외 (±3.99%),13770,14200,29750,109.51,11.77,3943424074,True,84.0,84.0,대형 반복 후보 3회; 평균 30.3거래일 주기; 평균 파동폭 27.79%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 3회; 평균 30.3거래일 주기; 평균 파동폭 27.79%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,3943424074,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.99,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
293,🟡,🟡̲,1340,PKC,KOSPI,2026-07-02,5720,3,30.7,29.07,저점권,"5,350원~5,650원","6,240원~6,670원",약 ±237원 내외 (±3.72%),5140,5170,8200,58.61,18.15,3567818444,True,84.0,84.0,대형 반복 후보 3회; 평균 30.7거래일 주기; 평균 파동폭 29.07%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 3회; 평균 30.7거래일 주기; 평균 파동폭 29.07%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,3567818444,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.72,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
294,🟡,🟡̲,89590,제주항공,KOSPI,2026-07-02,4570,3,26.0,18.79,저점권,"4,300원~4,525원","4,810원~5,000원",약 ±108원 내외 (±2.23%),4245,4090,6790,66.01,17.78,3210042519,True,84.0,84.0,대형 반복 후보 3회; 평균 26.0거래일 주기; 평균 파동폭 18.79%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 3회; 평균 26.0거래일 주기; 평균 파동폭 18.79%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,3210042519,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.23,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
295,🟡,🟡̲,3570,SNT다이내믹스,KOSPI,2026-07-02,34900,3,27.0,20.93,저점권,"33,650원~34,400원","38,550원~41,550원","약 ±1,657원 내외 (±3.55%)",32300,33300,62800,88.59,5.42,3147629721,True,84.0,84.0,대형 반복 후보 3회; 평균 27.0거래일 주기; 평균 파동폭 20.93%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 3회; 평균 27.0거래일 주기; 평균 파동폭 20.93%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,3147629721,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.55,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
296,🟡,🟡̲,298050,HS효성첨단소재,KOSPI,2026-07-02,158100,3,33.7,25.76,저점권,"154,900원~156,200원","172,000원~183,300원","약 ±6,310원 내외 (±2.99%)",148800,153400,282000,83.83,3.65,2764035420,True,84.0,84.0,대형 반복 후보 3회; 평균 33.7거래일 주기; 평균 파동폭 25.76%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 3회; 평균 33.7거래일 주기; 평균 파동폭 25.76%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,2764035420,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.99,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
297,🟡,🟡̲,161000,애경케미칼,KOSPI,2026-07-02,9690,3,25.3,29.96,저점권,"8,990원~9,500원","11,050원~12,170원",약 ±619원 내외 (±4.55%),8630,8430,19960,136.77,10.93,2294534113,True,84.0,84.0,대형 반복 후보 3회; 평균 25.3거래일 주기; 평균 파동폭 29.96%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 3회; 평균 25.3거래일 주기; 평균 파동폭 29.96%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,2294534113,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.55,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
