ticker,name,market,net_income,previous_net_income,stored_earnings_trend,expected_net_income_trend,trend_comparable,trend_mismatch,per_annualized,valuation_data_status,baseline_score_status,shadow_score_status,baseline_score_total,shadow_score_total,baseline_missing_components,shadow_missing_components,single_per_blocker_target
006370,대구백화점,KOSPI,-15742091727.0,-15279668357.0,적자지속,적자지속,TRUE,FALSE,,PARTIAL_LOSS_PER_NA,LIMITED,LIMITED,,,매출 성장과 안정성:MISSING_REVENUE_GROWTH_INPUT;영업현금흐름:MISSING_OCF_MARGIN_INPUT;EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE;PSR 또는 대체 가치지표:MISSING_PSR_INPUT;최근 3년 매출 성장률:MISSING_3Y_REVENUE;최근 분기 실적 가속·둔화:MISSING_ACCEL_INPUT,매출 성장과 안정성:MISSING_REVENUE_GROWTH_INPUT;영업현금흐름:MISSING_OCF_MARGIN_INPUT;EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE;PSR 또는 대체 가치지표:MISSING_PSR_INPUT;최근 3년 매출 성장률:MISSING_3Y_REVENUE;최근 분기 실적 가속·둔화:MISSING_ACCEL_INPUT,FALSE
006380,카프로,KOSPI,-10007123599.0,-20354604938.0,적자지속,적자지속,TRUE,FALSE,,PARTIAL_LOSS_PER_NA,LIMITED,LIMITED,,,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE;최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE;기간 저가·고가 대비 현재위치:MISSING_POSITION;과열·급락 위험:MISSING_RISK_INPUT,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE;최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE;기간 저가·고가 대비 현재위치:MISSING_POSITION;과열·급락 위험:MISSING_RISK_INPUT,FALSE
006650,대한유화,KOSPI,65802587170.0,10839486540.0,흑자전환,흑자지속,TRUE,TRUE,5.05,READY,LIMITED,LIMITED,,,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE,FALSE
008770,호텔신라,KOSPI,27447036333.0,-7062809833.0,흑자지속,흑자전환,TRUE,TRUE,29.39,READY,LIMITED,LIMITED,,,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE,FALSE
008930,한미사이언스,KOSPI,85953682690.0,52774517053.0,흑자지속,흑자지속,TRUE,FALSE,20.01,READY,READY,READY,60.0,60.0,,,FALSE
009200,무림페이퍼,KOSPI,-65984525600.0,3424984930.0,흑자지속,적자전환,TRUE,TRUE,,PARTIAL_LOSS_PER_NA,LIMITED,LIMITED,,,PER:MISSING_PER;수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,FALSE
009420,한올바이오파마,KOSPI,-18953504693.0,391257901.0,흑자지속,적자전환,TRUE,TRUE,,PARTIAL_LOSS_PER_NA,LIMITED,READY,,44.0,PER:MISSING_PER,,TRUE
009540,HD한국조선해양,KOSPI,2735565824000.0,1058698326000.0,흑자지속,흑자지속,TRUE,FALSE,4.84,READY,READY,READY,70.0,70.0,,,FALSE
010130,고려아연,KOSPI,705580051369.0,492213326459.0,흑자지속,흑자지속,TRUE,FALSE,17.99,READY,READY,READY,67.0,67.0,,,FALSE
011200,HMM,KOSPI,765009000000.0,1211050000000.0,흑자지속,흑자지속,TRUE,FALSE,13.96,READY,LIMITED,LIMITED,,,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE;수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE;수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,FALSE
012160,영흥,KOSPI,-1348782724.0,-24376660370.0,흑자전환,적자지속,TRUE,TRUE,,PARTIAL_LOSS_PER_NA,LIMITED,LIMITED,,,PER:MISSING_PER;기간 저가·고가 대비 현재위치:MISSING_POSITION;과열·급락 위험:MISSING_RISK_INPUT,기간 저가·고가 대비 현재위치:MISSING_POSITION;과열·급락 위험:MISSING_RISK_INPUT,FALSE
012280,영화금속,KOSPI,7066752211.0,6028524958.0,흑자지속,흑자지속,TRUE,FALSE,2.65,READY,LIMITED,LIMITED,,,기간 저가·고가 대비 현재위치:MISSING_POSITION;과열·급락 위험:MISSING_RISK_INPUT,기간 저가·고가 대비 현재위치:MISSING_POSITION;과열·급락 위험:MISSING_RISK_INPUT,FALSE
012450,한화에어로스페이스,KOSPI,1606805408000.0,469075875000.0,흑자지속,흑자지속,TRUE,FALSE,18.39,READY,LIMITED,LIMITED,,,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,FALSE
012690,모나리자,KOSPI,927866497.0,297413133.0,흑자지속,흑자지속,TRUE,FALSE,28.75,READY,LIMITED,LIMITED,,,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE;수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE;수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,FALSE
013360,일성건설,KOSPI,996558293.0,1133766273.0,흑자지속,흑자지속,TRUE,FALSE,39.11,READY,LIMITED,LIMITED,,,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE;수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE;수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,FALSE
013570,디와이,KOSPI,27856677444.0,17094735085.0,흑자지속,흑자지속,TRUE,FALSE,2.05,READY,READY,READY,66.0,66.0,,,FALSE
014160,대영포장,KOSPI,-187891103.0,1577200283.0,흑자지속,적자전환,TRUE,TRUE,,PARTIAL_LOSS_PER_NA,LIMITED,LIMITED,,,PER:MISSING_PER;EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE;기간 저가·고가 대비 현재위치:MISSING_POSITION;과열·급락 위험:MISSING_RISK_INPUT,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE;기간 저가·고가 대비 현재위치:MISSING_POSITION;과열·급락 위험:MISSING_RISK_INPUT,FALSE
017670,SK텔레콤,KOSPI,782395000000.0,444822000000.0,흑자지속,흑자지속,TRUE,FALSE,13.7,READY,LIMITED,LIMITED,,,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,FALSE
018260,삼성에스디에스,KOSPI,275837521064.0,393683287715.0,흑자지속,흑자지속,TRUE,FALSE,32.68,READY,READY,READY,54.0,54.0,,,FALSE
020000,한섬,KOSPI,30643465000.0,20805134000.0,흑자지속,흑자지속,TRUE,FALSE,5.37,READY,READY,READY,62.0,62.0,,,FALSE
020560,아시아나항공,KOSPI,-658845529603.0,323418709210.0,적자전환,적자전환,TRUE,FALSE,,PARTIAL_LOSS_PER_NA,LIMITED,LIMITED,,,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,FALSE
021240,코웨이,KOSPI,360286661946.0,294336437079.0,흑자지속,흑자지속,TRUE,FALSE,9.35,READY,READY,READY,71.5,71.5,,,FALSE
022100,포스코DX,KOSPI,15827784075.0,36107903584.0,흑자지속,흑자지속,TRUE,FALSE,106.38,READY,LIMITED,LIMITED,,,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,FALSE
023960,에쓰씨엔지니어링,KOSPI,-8063983069.0,-1341187275.0,적자지속,적자지속,TRUE,FALSE,,PARTIAL_LOSS_PER_NA,LIMITED,LIMITED,,,EV/EBITDA:EV_EBITDA_INPUT:EMPTY_AS_ZERO:NO_EXACT_CANDIDATE,EV/EBITDA:EV_EBITDA_INPUT:EMPTY_AS_ZERO:NO_EXACT_CANDIDATE,FALSE
024720,콜마홀딩스,KOSPI,75108652051.0,40367664947.0,흑자지속,흑자지속,TRUE,FALSE,2.16,READY,READY,READY,63.5,63.5,,,FALSE
028050,삼성E&A,KOSPI,345786059022.0,298929009957.0,흑자지속,흑자지속,TRUE,FALSE,13.6,READY,READY,READY,71.0,71.0,,,FALSE
029530,신도리코,KOSPI,17244789209.0,-1517040655.0,적자전환,흑자전환,TRUE,TRUE,11.0,READY,READY,READY,38.5,47.5,,,FALSE
029780,삼성카드,KOSPI,310487000000.0,335640000000.0,흑자지속,흑자지속,TRUE,FALSE,8.49,READY,LIMITED,LIMITED,,,매출 성장과 안정성:MISSING_REVENUE_GROWTH_INPUT;최근 3년 매출 성장률:MISSING_3Y_REVENUE;최근 분기 실적 가속·둔화:MISSING_ACCEL_INPUT;수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,매출 성장과 안정성:MISSING_REVENUE_GROWTH_INPUT;최근 3년 매출 성장률:MISSING_3Y_REVENUE;최근 분기 실적 가속·둔화:MISSING_ACCEL_INPUT;수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,FALSE
034020,두산에너빌리티,KOSPI,286594000000.0,176652000000.0,흑자지속,흑자지속,TRUE,FALSE,87.06,READY,READY,READY,57.5,57.5,,,FALSE
035420,NAVER,KOSPI,995294183086.0,921019633550.0,흑자지속,흑자지속,TRUE,FALSE,17.11,READY,READY,READY,69.0,69.0,,,FALSE
035720,카카오,KOSPI,244816510539.0,372149284703.0,흑자지속,흑자지속,TRUE,FALSE,31.21,READY,READY,READY,61.5,61.5,,,FALSE
036570,NC,KOSPI,283608916658.0,1553790873.0,흑자지속,흑자지속,TRUE,FALSE,7.81,READY,LIMITED,LIMITED,,,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE,FALSE
044380,주연테크,KOSPI,917151527.0,-978772175.0,흑자전환,흑자전환,TRUE,FALSE,4.58,READY,LIMITED,LIMITED,,,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE;기간 저가·고가 대비 현재위치:MISSING_POSITION;과열·급락 위험:MISSING_RISK_INPUT,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE;기간 저가·고가 대비 현재위치:MISSING_POSITION;과열·급락 위험:MISSING_RISK_INPUT,FALSE
047050,포스코인터내셔널,KOSPI,524599372000.0,294276259000.0,흑자지속,흑자지속,TRUE,FALSE,8.84,READY,READY,READY,71.5,71.5,,,FALSE
047810,한국항공우주,KOSPI,78324464204.0,86246447524.0,흑자지속,흑자지속,TRUE,FALSE,81.2,READY,READY,READY,44.5,44.5,,,FALSE
051905,LG생활건강우,KOSPI,,,,,FALSE,FALSE,,LIMITED_NO_FINANCIAL_DATA,LIMITED,LIMITED,,,매출 성장과 안정성:MISSING_REVENUE_GROWTH_INPUT;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;순이익 흐름:MISSING_EARNINGS_TREND;영업이익률:MISSING_MARGIN;ROE:MISSING_ROE;부채비율:MISSING_DEBT_RATIO;영업현금흐름:MISSING_OCF_MARGIN_INPUT;PER:MISSING_PER;PBR:MISSING_PBR_OR_ROE;EV/EBITDA:EV_EBITDA_INPUT:NO_EXACT_CANDIDATE:NO_EXACT_CANDIDATE;PSR 또는 대체 가치지표:MISSING_PSR_INPUT;최근 3년 매출 성장률:MISSING_3Y_REVENUE;최근 3년 영업이익 성장률:MISSING_3Y_OP;최근 분기 실적 가속·둔화:MISSING_ACCEL_INPUT;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND;순현금·기업가치 상태:NETCASH_INPUT:NO_EXACT_CANDIDATE;수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,매출 성장과 안정성:MISSING_REVENUE_GROWTH_INPUT;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;순이익 흐름:MISSING_EARNINGS_TREND;영업이익률:MISSING_MARGIN;ROE:MISSING_ROE;부채비율:MISSING_DEBT_RATIO;영업현금흐름:MISSING_OCF_MARGIN_INPUT;PER:MISSING_PER;PBR:MISSING_PBR_OR_ROE;EV/EBITDA:EV_EBITDA_INPUT:NO_EXACT_CANDIDATE:NO_EXACT_CANDIDATE;PSR 또는 대체 가치지표:MISSING_PSR_INPUT;최근 3년 매출 성장률:MISSING_3Y_REVENUE;최근 3년 영업이익 성장률:MISSING_3Y_OP;최근 분기 실적 가속·둔화:MISSING_ACCEL_INPUT;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND;순현금·기업가치 상태:NETCASH_INPUT:NO_EXACT_CANDIDATE;수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,FALSE
058730,다스코,KOSPI,-9898065412.0,-4601842573.0,적자지속,적자지속,TRUE,FALSE,,PARTIAL_LOSS_PER_NA,LIMITED,LIMITED,,,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE,FALSE
058860,KTis,KOSPI,10558200113.0,10029788902.0,흑자지속,흑자지속,TRUE,FALSE,4.21,READY,READY,READY,62.0,62.0,,,FALSE
063160,종근당바이오,KOSPI,-7434214572.0,420174318.0,적자전환,적자전환,TRUE,FALSE,,PARTIAL_LOSS_PER_NA,LIMITED,LIMITED,,,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,FALSE
066570,LG전자,KOSPI,1786410000000.0,1485261000000.0,흑자지속,흑자지속,TRUE,FALSE,9.48,READY,LIMITED,LIMITED,,,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,FALSE
066575,LG전자우,KOSPI,,,,,FALSE,FALSE,,LIMITED_NO_FINANCIAL_DATA,LIMITED,LIMITED,,,매출 성장과 안정성:MISSING_REVENUE_GROWTH_INPUT;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;순이익 흐름:MISSING_EARNINGS_TREND;영업이익률:MISSING_MARGIN;ROE:MISSING_ROE;부채비율:MISSING_DEBT_RATIO;PER:MISSING_PER;PBR:MISSING_PBR_OR_ROE;EV/EBITDA:EV_EBITDA_INPUT:OK:OK;PSR 또는 대체 가치지표:MISSING_PSR_INPUT;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND;순현금·기업가치 상태:NETCASH_INPUT:OK;수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,매출 성장과 안정성:MISSING_REVENUE_GROWTH_INPUT;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;순이익 흐름:MISSING_EARNINGS_TREND;영업이익률:MISSING_MARGIN;ROE:MISSING_ROE;부채비율:MISSING_DEBT_RATIO;PER:MISSING_PER;PBR:MISSING_PBR_OR_ROE;EV/EBITDA:EV_EBITDA_INPUT:OK:OK;PSR 또는 대체 가치지표:MISSING_PSR_INPUT;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND;순현금·기업가치 상태:NETCASH_INPUT:OK;수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,FALSE
069620,대웅제약,KOSPI,45428534654.0,59897461458.0,흑자지속,흑자지속,TRUE,FALSE,14.27,READY,READY,READY,66.0,66.0,,,FALSE
071840,롯데하이마트,KOSPI,-24872390151.0,-2679115454.0,적자지속,적자지속,TRUE,FALSE,,PARTIAL_LOSS_PER_NA,LIMITED,LIMITED,,,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,FALSE
072130,유엔젤,KOSPI,3611727028.0,1493774560.0,흑자지속,흑자지속,TRUE,FALSE,8.7,READY,READY,READY,69.5,69.5,,,FALSE
078520,에이블씨엔씨,KOSPI,18160680106.0,8492476604.0,흑자지속,흑자지속,TRUE,FALSE,7.23,READY,LIMITED,LIMITED,,,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,FALSE
081000,일진다이아,KOSPI,12276559264.0,3784770304.0,흑자전환,흑자지속,TRUE,TRUE,5.74,READY,LIMITED,LIMITED,,,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,FALSE
086280,현대글로비스,KOSPI,710201629501.0,901621061459.0,흑자지속,흑자지속,TRUE,FALSE,10.9,READY,LIMITED,LIMITED,,,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,FALSE
088980,맥쿼리인프라,KOSPI,,,,,FALSE,FALSE,,LIMITED_NO_FINANCIAL_DATA,LIMITED,LIMITED,,,매출 성장과 안정성:MISSING_REVENUE_GROWTH_INPUT;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;순이익 흐름:MISSING_EARNINGS_TREND;영업이익률:MISSING_MARGIN;ROE:MISSING_ROE;PER:MISSING_PER;PBR:MISSING_PBR_OR_ROE;최근 3년 매출 성장률:MISSING_3Y_REVENUE;최근 3년 영업이익 성장률:MISSING_3Y_OP;최근 분기 실적 가속·둔화:MISSING_ACCEL_INPUT;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND;수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,매출 성장과 안정성:MISSING_REVENUE_GROWTH_INPUT;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;순이익 흐름:MISSING_EARNINGS_TREND;영업이익률:MISSING_MARGIN;ROE:MISSING_ROE;PER:MISSING_PER;PBR:MISSING_PBR_OR_ROE;최근 3년 매출 성장률:MISSING_3Y_REVENUE;최근 3년 영업이익 성장률:MISSING_3Y_OP;최근 분기 실적 가속·둔화:MISSING_ACCEL_INPUT;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND;수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,FALSE
091810,트리니티항공,KOSPI,-228059328061.0,-122831693706.0,적자지속,적자지속,TRUE,FALSE,,PARTIAL_LOSS_PER_NA,LIMITED,LIMITED,,,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE;기간 저가·고가 대비 현재위치:MISSING_POSITION;과열·급락 위험:MISSING_RISK_INPUT,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE;기간 저가·고가 대비 현재위치:MISSING_POSITION;과열·급락 위험:MISSING_RISK_INPUT,FALSE
097950,CJ제일제당,KOSPI,115969882000.0,262584186000.0,흑자지속,흑자지속,TRUE,FALSE,11.66,READY,READY,READY,59.0,59.0,,,FALSE
097955,CJ제일제당 우,KOSPI,,,,,FALSE,FALSE,,LIMITED_NO_FINANCIAL_DATA,LIMITED,LIMITED,,,매출 성장과 안정성:MISSING_REVENUE_GROWTH_INPUT;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;순이익 흐름:MISSING_EARNINGS_TREND;영업이익률:MISSING_MARGIN;ROE:MISSING_ROE;부채비율:MISSING_DEBT_RATIO;PER:MISSING_PER;PBR:MISSING_PBR_OR_ROE;EV/EBITDA:EV_EBITDA_INPUT:OK:OK;PSR 또는 대체 가치지표:MISSING_PSR_INPUT;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND;순현금·기업가치 상태:NETCASH_INPUT:OK;수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,매출 성장과 안정성:MISSING_REVENUE_GROWTH_INPUT;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;순이익 흐름:MISSING_EARNINGS_TREND;영업이익률:MISSING_MARGIN;ROE:MISSING_ROE;부채비율:MISSING_DEBT_RATIO;PER:MISSING_PER;PBR:MISSING_PBR_OR_ROE;EV/EBITDA:EV_EBITDA_INPUT:OK:OK;PSR 또는 대체 가치지표:MISSING_PSR_INPUT;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND;순현금·기업가치 상태:NETCASH_INPUT:OK;수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,FALSE
100250,진양홀딩스,KOSPI,100499956260.0,1571814295.0,흑자지속,흑자지속,TRUE,FALSE,1.0,READY,LIMITED,LIMITED,,,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,FALSE
105560,KB금융,KOSPI,3926977000000.0,3446702000000.0,흑자지속,흑자지속,TRUE,FALSE,7.61,READY,LIMITED,LIMITED,,,매출 성장과 안정성:MISSING_REVENUE_GROWTH_INPUT;최근 3년 매출 성장률:MISSING_3Y_REVENUE;최근 분기 실적 가속·둔화:MISSING_ACCEL_INPUT,매출 성장과 안정성:MISSING_REVENUE_GROWTH_INPUT;최근 3년 매출 성장률:MISSING_3Y_REVENUE;최근 분기 실적 가속·둔화:MISSING_ACCEL_INPUT,FALSE
128940,한미약품,KOSPI,135165399189.0,87665678943.0,흑자지속,흑자지속,TRUE,FALSE,21.99,READY,READY,READY,65.5,65.5,,,FALSE
138930,BNK금융지주,KOSPI,422383510932.0,486314986236.0,흑자지속,흑자지속,TRUE,FALSE,5.79,READY,LIMITED,LIMITED,,,매출 성장과 안정성:MISSING_REVENUE_GROWTH_INPUT;최근 3년 매출 성장률:MISSING_3Y_REVENUE;최근 분기 실적 가속·둔화:MISSING_ACCEL_INPUT,매출 성장과 안정성:MISSING_REVENUE_GROWTH_INPUT;최근 3년 매출 성장률:MISSING_3Y_REVENUE;최근 분기 실적 가속·둔화:MISSING_ACCEL_INPUT,FALSE
139480,이마트,KOSPI,-57386933740.0,52250738689.0,흑자지속,적자전환,TRUE,TRUE,,PARTIAL_LOSS_PER_NA,LIMITED,READY,,37.0,PER:MISSING_PER,,TRUE
214320,이노션,KOSPI,76090928852.0,40714156138.0,흑자지속,흑자지속,TRUE,FALSE,4.85,READY,READY,READY,66.5,66.5,,,FALSE
234080,JW생명과학,KOSPI,14701089428.0,17287307374.0,흑자지속,흑자지속,TRUE,FALSE,5.92,READY,READY,READY,68.0,68.0,,,FALSE
241590,화승엔터프라이즈,KOSPI,-10814468507.0,-9160904797.0,흑자지속,적자지속,TRUE,TRUE,,PARTIAL_LOSS_PER_NA,LIMITED,LIMITED,,,PER:MISSING_PER;수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,FALSE
267250,HD현대,KOSPI,5196176811000.0,1265380096000.0,흑자지속,흑자지속,TRUE,FALSE,1.83,READY,READY,READY,79.5,79.5,,,FALSE
267270,HD건설기계,KOSPI,354565427000.0,26272266000.0,흑자지속,흑자지속,TRUE,FALSE,9.66,READY,READY,READY,64.0,64.0,,,FALSE
271940,일진하이솔루스,KOSPI,915768475.0,-953063923.0,적자지속,흑자전환,TRUE,TRUE,217.3,READY,LIMITED,LIMITED,,,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE;수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE;수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,FALSE
271980,제일약품,KOSPI,-3449917716.0,6665005994.0,적자전환,적자전환,TRUE,FALSE,,PARTIAL_LOSS_PER_NA,LIMITED,LIMITED,,,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE;수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE;수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,FALSE
278470,에이피알,KOSPI,258793447596.0,116250326398.0,흑자지속,흑자지속,TRUE,FALSE,31.28,READY,READY,READY,68.0,68.0,,,FALSE
286940,롯데이노베이트,KOSPI,12750415388.0,6044019491.0,흑자지속,흑자지속,TRUE,FALSE,10.72,READY,LIMITED,LIMITED,,,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,FALSE
298000,효성화학,KOSPI,138420953516.0,476512770078.0,흑자전환,흑자지속,TRUE,TRUE,0.76,READY,LIMITED,LIMITED,,,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE;기간 저가·고가 대비 현재위치:MISSING_POSITION;과열·급락 위험:MISSING_RISK_INPUT,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE;기간 저가·고가 대비 현재위치:MISSING_POSITION;과열·급락 위험:MISSING_RISK_INPUT,FALSE
298690,에어부산,KOSPI,-77881052952.0,59924920479.0,적자전환,적자전환,TRUE,FALSE,,PARTIAL_LOSS_PER_NA,READY,READY,35.0,35.0,,,FALSE
336260,두산퓨얼셀,KOSPI,-68785570485.0,-12697184185.0,적자지속,적자지속,TRUE,FALSE,,PARTIAL_LOSS_PER_NA,LIMITED,LIMITED,,,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE,FALSE
357250,미래에셋맵스리츠,KOSPI,637913811.0,5129156.0,흑자지속,흑자지속,TRUE,FALSE,36.05,READY,LIMITED,LIMITED,,,최근 분기 실적 가속·둔화:MISSING_ACCEL_INPUT,최근 분기 실적 가속·둔화:MISSING_ACCEL_INPUT,FALSE
361610,SK아이이테크놀로지,KOSPI,-1409528492000.0,-40683145000.0,적자지속,적자지속,TRUE,FALSE,,PARTIAL_LOSS_PER_NA,LIMITED,LIMITED,,,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE,FALSE
373220,LG에너지솔루션,KOSPI,-1272678000000.0,317178000000.0,적자전환,적자전환,TRUE,FALSE,,PARTIAL_LOSS_PER_NA,READY,READY,41.0,41.0,,,FALSE
402340,SK스퀘어,KOSPI,27049771000000.0,3059373000000.0,흑자지속,흑자지속,TRUE,FALSE,2.77,READY,READY,READY,62.0,62.0,,,FALSE
403550,쏘카,KOSPI,-2320928242.0,-5294699323.0,흑자지속,적자지속,TRUE,TRUE,,PARTIAL_LOSS_PER_NA,LIMITED,LIMITED,,,PER:MISSING_PER;최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE,FALSE
456040,OCI,KOSPI,54554679000.0,-19733753000.0,흑자지속,흑자전환,TRUE,TRUE,6.58,READY,READY,READY,68.5,67.0,,,FALSE
